id,group,gender,relationship_status,reunion_class,reunion_class_levels,n_children,children_range,children_range_levels,with_child,with_child_levels,income,working_range_levels,income_range,income_range_levels,achievement,achievement_min,joy,joy_min,meaningfulness,meaningfulness_work,meaningfulness_min,life_satisfaction,tqi,working_hours,working_range,reading_hours,catching_up_hours,social_media_hours,watching_tv_hours,exercising_hours,sleeping_hours,care_giving_hours,parting_hosting_hours,industry_graduation,industry_current,eating_with_family_hours,eating_with_others_hours,eating_alone_hours,watching_TV_with_family_hours,watching_TV_with_others_hours,watching_TV_alone_hours,hanging_out_alone_hours,hanging_out_with_family_hours,hanging_out_with_others_hours,chores_alone_hours,chores_with_others_hours,chores_with_family_hours,commuting_alone_hours,hobbies_hours,school_learning_hours,job_searching_hours,gaming_hours,napping_hours,therapy_hours,side_projects_hours,volunteering_hours,hobbies_subj_value,school_learning_subj_value,job_searching_subj_value,gaming_subj_value,napping_subj_value,therapy_subj_value,side_projects_subj_value,volunteering_subj_value,jam_type_distribution,achievement_behavioral,achievement_perceived,joy_gap,achievement_gap,meaningfulness_gap
57,Xilio,Men,Single,25th,6,1,1,2,yes,1,2335413,2,More than 1M,5,78,42,63,51,73,42,75,5.4,5.4,45,35 - 45,8,6,8,8,13,50,14,4,Tech,Tech,0.3,2.3,1.4,1.8,2.5,1.3,1.4,2.4,1,2.6,1.3,1.8,2.4,1.8,19.2,4.6,12.1,5.7,0.9,4.7,4,0.2,2.04,1.15,1.5,2.05,1.1,1.2,2,Flourisher,60,66,12,0,3
58,IWF,Men,Married,15th,4,3,3+,4,yes,1,3940197,4,More than 1M,5,64,40,14,11,18,40,92,7.6,7.6,62,Over 55,8,4,8,3,11,48,9,8,Other,Finance,0.6,1.2,1.2,0.2,0.1,0.8,1.5,0.7,0.7,0.7,2.3,2.8,1.3,2.8,10,4.1,1.5,0.3,0.6,4.9,1.2,0.5,2.1,1.05,0.2,0.1,0.7,1.25,0.6,Purposeful Striver,71,10,20,7,-6
59,Xilio,Men,In a relationship,15th,4,2,2,3,yes,1,301836,4,250K – 500K,3,84,98,78,63,98,98,90,3.5,3.5,63,Over 55,7,9,0,11,10,53,11,2,Healthcare,Tech,0.1,1.4,2,0.2,2.7,1.7,2.5,2.7,1.4,0.7,1.6,0.5,0.4,1.4,12,6.5,1.5,6.2,1.1,8.5,4.5,0.1,2.02,1.65,0.2,2.2,1.4,2.1,2.25,Striver,44,5,-22,-5,1
60,IWF,Women,In a relationship,30th,7,0,0,1,no,2,3614702,4,More than 1M,5,18,92,36,51,91,92,85,7.8,7.8,57,Over 55,3,8,7,8,15,52,6,2,Other,Healthcare,1,1.9,1.6,2.9,3,1,2.5,2.7,1.7,0.6,1,2.2,1.7,3.9,15.7,5.5,19,6.9,0.7,8.3,4.6,0.8,2.16,1.35,2.4,2.5,0.85,2.1,2.3,Purposeful Striver,8,74,12,9,-8
61,IWF,Men,Single,10th,3,3,3+,4,yes,1,2125505,1,More than 1M,5,94,99,55,19,85,99,96,5.3,5.3,34,0 - 35,6,1,3,10,13,50,6,7,Consulting,Finance,1.2,2.6,0.2,0.9,0.9,2.8,1.2,2.8,1.9,2.8,0.8,2.3,2.9,4.5,21.8,0.6,5.9,2.1,1.9,4,4.7,0.95,2.19,0.15,0.75,0.75,2.35,1,2.35,Flourisher,47,38,-7,8,-22
62,Xilio,Women,In a relationship,30th,7,0,0,1,no,2,2329435,3,More than 1M,5,88,45,70,90,76,45,56,5.7,5.7,47,45 - 55,10,0,9,0,3,50,16,9,Finance,Finance,0.8,3,1.5,0.3,0.6,2.8,1,1.6,0.8,2.6,0.1,0.3,2.4,3.4,24.6,5.1,1.8,1.5,1.8,3.3,2.6,0.7,2.14,1.3,0.25,0.55,2.3,0.85,1.3,Triumvirate,35,13,-20,15,-25
63,IWF,Women,In a relationship,5th,2,0,0,1,no,2,226769,3,150K – 250K,2,75,96,58,21,69,96,57,2.7,2.7,49,45 - 55,8,10,9,1,1,55,10,2,Consulting,Consulting,2.5,2.3,2.4,1.8,2.3,1.5,1.5,2,2.8,2.3,1.7,2.6,1.7,8.5,19.2,8.1,12,5.4,1,4.9,3.4,2.05,2.41,2,1.5,1.9,1.25,1.25,1.7,Joyful Striver,78,31,8,-8,-25
64,Xilio,Women,Single,30th,7,1,1,2,yes,1,2688505,1,More than 1M,5,55,44,13,97,89,44,84,5.6,5.6,35,0 - 35,6,4,5,7,5,50,18,0,Healthcare,Healthcare,1.1,1.3,1.4,1.9,0.8,1,1.7,2.3,0.5,1.2,0.7,2.4,1.9,4.2,10.4,4.6,12.5,1.8,0.7,5.7,3.9,0.9,2.18,1.15,1.55,0.65,0.8,1.45,1.95,Striver,81,47,-8,-15,0
65,Xilio,Women,Married,25th,6,1,1,2,yes,1,1301741,4,More than 1M,5,42,94,56,26,88,94,39,4.9,4.9,66,Over 55,4,6,6,10,10,53,14,3,Consulting,Tech,0.8,1.3,0.2,1.9,2.6,2.2,0.7,0.4,2.9,1.5,0.4,0.1,2.8,3.5,10.5,0.5,13,6.1,1.5,2.4,0.7,0.7,2.14,0.15,1.6,2.15,1.85,0.6,0.35,Triumvirate,36,88,-13,-3,19
66,IWF,Men,In a relationship,5th,2,0,0,1,no,2,3799315,4,More than 1M,5,36,72,15,43,55,72,64,8.2,8.2,61,Over 55,8,9,2,10,7,50,3,3,Other,Finance,1.6,2.2,2.4,0.8,0.3,0.1,2.4,1.8,0,1.4,2,0.3,1.3,5.9,18.4,7.9,5.3,0.7,0.1,7.9,3,1.35,2.27,1.95,0.65,0.25,0.1,2,1.5,Joyful Striver,50,52,15,-4,-6
67,IWF,Women,Married,10th,3,3,3+,4,yes,1,1076797,4,More than 1M,5,71,81,83,74,21,81,51,4.2,4.2,62,Over 55,10,8,0,11,15,50,2,0,Consulting,Finance,0.4,0.7,0.6,0,0.4,1.4,1.5,0.1,1.4,0.8,2,0.1,1,2.3,6,2,0.3,0.9,0.9,4.9,0.2,0.35,2.07,0.5,0.05,0.3,1.2,1.2,0.1,Purposeful Striver,4,56,-3,-9,-3
68,HBS,Women,Married,20th,5,1,1,2,yes,1,3077262,3,More than 1M,5,21,34,95,32,19,34,93,7.2,7.2,47,45 - 55,2,1,1,5,3,48,8,5,Tech,Healthcare,2.4,0.3,0.8,2.9,2.9,1,1,1.5,1,1.5,2.3,1,2.9,8.2,2.8,2.6,19.3,6.9,0.7,3.3,2.5,2,2.4,0.65,2.4,2.45,0.85,0.85,1.25,Purposeful Striver,2,15,-7,-21,-16
69,IWF,Men,Married,40th+,9,2,2,3,yes,1,1614398,2,More than 1M,5,12,62,47,23,90,62,49,5.1,5.1,38,35 - 45,9,9,1,3,0,55,10,2,Consulting,Healthcare,0.2,1.1,0.5,0.8,2,2.8,0.3,0.5,1.3,0.1,1.5,1.5,2.6,1.7,8.9,1.6,5,4.7,1.8,1.1,0.8,0.2,2.04,0.4,0.65,1.7,2.3,0.25,0.4,Joyful Striver,6,29,19,18,-15
70,HBS,Men,Single,25th,6,0,0,1,no,2,2615031,1,More than 1M,5,85,66,48,56,72,66,74,5.8,5.8,34,0 - 35,4,7,5,11,10,53,10,9,Tech,Finance,3,0.9,1,2,2.5,0,0.7,0.5,1.7,0.4,2.7,1.6,1,9.9,7.2,3.3,13.5,5.9,0,2.4,0.9,2.45,2.49,0.85,1.7,2.1,0.05,0.6,0.45,Purposeful Striver,54,8,-15,-15,15
71,IWF,Women,Married,20th,5,0,0,1,no,2,594685,4,500K - 1M,4,58,41,93,83,84,41,87,3.9,3.9,78,Over 55,1,2,4,0,8,54,18,1,Healthcare,Tech,2.3,0.9,2.3,2.1,1,1.7,2.8,1.1,1.3,2.7,2.8,0.8,1.4,8,7.4,7.6,14.1,2.3,1.1,9.5,1.8,1.95,2.39,1.9,1.75,0.8,1.4,2.35,0.9,Purpose Seeker,4,5,-25,4,15
72,IWF,Men,In a relationship,1st,1,4,3+,4,yes,1,2909190,4,More than 1M,5,10,34,73,36,54,34,25,7.2,7.2,68,Over 55,4,10,3,5,3,49,14,7,Tech,Tech,0.6,0.7,1.6,1.8,2,2.2,0.9,1.3,1.2,2.3,2.4,2.7,1.2,2.8,5.8,5.2,12.2,4.7,1.5,3.1,2.2,0.5,2.1,1.3,1.55,1.7,1.85,0.75,1.1,Purpose Seeker,54,29,-2,-11,-21
73,HBS,Women,In a relationship,40th+,9,4,3+,4,yes,1,1341736,3,More than 1M,5,85,96,99,94,18,96,81,4.6,4.6,52,45 - 55,4,4,9,4,11,54,8,4,Healthcare,Healthcare,0,0.1,0.6,0.9,1.8,1.5,0.5,1.9,2.2,1.3,1.9,1.1,0.4,1,1.1,2,6.3,4.2,1,1.7,3.1,0,2,0.5,0.8,1.5,1.2,0.4,1.55,Purpose Seeker,63,47,-19,1,-25
74,IWF,Men,Single,10th,3,3,3+,4,yes,1,1037293,4,More than 1M,5,63,14,53,42,53,14,68,5,5,72,Over 55,8,9,0,9,8,54,11,3,Consulting,Other,2.4,0.1,2.6,0.8,1.8,0.3,1.4,0.2,2.1,1.6,0.9,0.1,2.9,8.3,0.4,8.8,5.4,4.2,0.2,4.6,0.4,2.05,2.41,2.2,0.7,1.5,0.2,1.15,0.2,Purposeful Striver,18,68,-1,9,-9
75,Xilio,Women,Married,1st,1,1,1,2,yes,1,4804183,1,More than 1M,5,37,46,32,62,80,46,62,7.5,7.5,31,0 - 35,10,5,0,6,5,49,12,4,Consulting,Finance,2.1,3,2.6,1.8,2,2.9,0.9,1.5,2.5,1.1,2.9,0.9,1.2,7.4,24.7,8.8,12,4.8,1.9,3.1,2.5,1.75,2.35,2.2,1.5,1.7,2.45,0.75,1.25,Joyful Striver,90,76,-5,7,-4
76,HBS,Women,In a relationship,10th,3,1,1,2,yes,1,3396612,4,More than 1M,5,97,98,96,74,87,98,64,7.5,7.5,64,Over 55,10,10,1,10,12,53,6,8,Tech,Tech,2.2,1.3,2.6,2.6,1.7,1.6,0.1,0.5,0.7,2.2,0.8,1.6,2.6,7.6,10.7,8.7,17.3,4,1,0.4,0.9,1.8,2.36,2.2,2.15,1.45,1.3,0.1,0.45,Flourisher,44,45,-11,-6,8
77,IWF,Men,Married,25th,6,4,3+,4,yes,1,53247,2,Less than 150K,1,49,81,71,26,50,81,77,3.1,3.1,45,35 - 45,3,5,3,3,4,49,12,0,Tech,Other,2.3,1.2,0.7,2.8,1.3,1.8,1,1.7,1.8,2.4,0.6,1.2,0.6,7.9,9.6,2.4,18.9,3,1.2,3.2,2.9,1.95,2.39,0.6,2.35,1.05,1.55,0.8,1.45,Purpose Seeker,34,2,-25,-10,19
78,HBS,Women,Married,10th,3,4,3+,4,yes,1,2734238,4,More than 1M,5,82,67,98,35,24,67,55,6.1,6.1,59,Over 55,7,0,1,7,5,50,1,6,Consulting,Other,0.2,2,1.4,0.3,0.8,0.7,1.6,1.9,1.8,2.3,1.3,0.8,1.6,1.7,17,4.5,2.1,1.9,0.5,5.4,3.2,0.2,2.04,1.15,0.25,0.7,0.6,1.35,1.6,Flourisher,74,27,-14,8,15
79,HBS,Men,Married,1st,1,4,3+,4,yes,1,2660708,4,More than 1M,5,54,46,79,20,70,46,43,6.2,6.2,72,Over 55,1,1,6,6,5,50,8,5,Healthcare,Other,1.1,0.7,3,0.5,2.3,1.5,1.7,1.7,1.1,2.2,0.2,0.4,0.1,4.2,5.5,9.8,3.1,5.4,1,5.5,2.8,0.9,2.18,2.45,0.4,1.9,1.2,1.4,1.4,Purposeful Striver,62,36,-19,-24,3
80,Xilio,Women,Married,10th,3,2,2,3,yes,1,3524679,4,More than 1M,5,47,62,99,25,66,62,97,6.2,6.2,58,Over 55,6,0,0,9,3,48,3,3,Finance,Other,0.3,2.8,2.3,2.8,0.7,1.3,1.1,2.2,1.5,0.6,2.9,2.5,2.3,2,23.7,7.7,18.9,1.6,0.9,3.6,3.7,0.3,2.06,1.95,2.35,0.55,1.05,0.9,1.85,Purposeful Striver,14,36,-11,9,-22
81,Xilio,Women,Married,25th,6,3,3+,4,yes,1,1797640,4,More than 1M,5,18,94,68,33,92,94,85,5,5,58,Over 55,0,3,3,5,6,52,15,3,Tech,Consulting,2.6,2.4,0.1,2.2,2.1,0.2,1.3,1,0.9,1,1.8,3,1.7,8.8,19.7,0.3,14.7,4.8,0.1,4.5,1.7,2.15,2.43,0.05,1.85,1.75,0.2,1.1,0.85,Joyful Striver,48,26,-5,14,-21
82,Xilio,Men,Single,25th,6,2,2,3,yes,1,2643740,2,More than 1M,5,59,16,35,89,61,16,59,6.3,6.3,43,35 - 45,6,2,3,10,0,48,2,7,Healthcare,Tech,1.9,0.3,0.2,2.6,0.7,0.3,2.9,2.3,0.4,1.4,1.7,1,1.9,6.6,2.2,0.7,17.7,1.6,0.2,9.7,3.8,1.55,2.31,0.15,2.2,0.6,0.25,2.4,1.9,Purpose Seeker,15,43,-7,2,-15
83,Xilio,Men,Married,30th,7,1,1,2,yes,1,1315160,4,More than 1M,5,13,11,22,46,25,11,84,5.3,5.3,69,Over 55,1,7,8,0,6,49,6,1,Healthcare,Finance,1,1.3,1.4,0.6,1.9,2.5,1.1,1.3,0.6,1,2,1.1,0.2,4,10.4,4.6,4.1,4.4,1.7,3.8,2.2,0.85,2.17,1.15,0.5,1.55,2.1,0.95,1.1,Joyful Striver,72,27,3,13,-5
84,HBS,Women,In a relationship,25th,6,3,3+,4,yes,1,1455472,4,More than 1M,5,69,35,29,37,33,35,18,4.5,4.5,59,Over 55,0,10,6,2,1,49,6,2,Other,Consulting,0.2,2.6,2.7,1.8,2.2,0.7,0.8,1.5,0.3,2.3,1.5,1.9,0.6,1.6,22,9.1,11.8,5.2,0.5,2.6,2.4,0.15,2.03,2.25,1.45,1.85,0.6,0.65,1.2,Striver,78,69,-1,-20,9
85,Xilio,Men,Married,25th,6,3,3+,4,yes,1,78984,4,Less than 150K,1,32,56,10,36,57,56,11,2.7,2.7,74,Over 55,6,6,5,9,9,52,19,3,Healthcare,Other,0.9,2.8,1.6,2.1,0.7,0.6,0.7,1.9,2,1,0.1,2.2,0.2,3.8,23.6,5.4,14,1.5,0.4,2.4,3.2,0.8,2.16,1.35,1.75,0.55,0.5,0.6,1.6,Joy Seeker,87,20,7,-17,-14
86,IWF,Women,In a relationship,20th,5,4,3+,4,yes,1,2430070,3,More than 1M,5,76,27,76,74,58,27,45,5.6,5.6,48,45 - 55,6,5,6,2,11,48,2,9,Tech,Other,1,1.4,1.5,2,0.2,1.5,1.4,0.1,2,0.4,1.8,1.2,0.9,3.9,11.7,5,13.6,0.4,1,4.6,0.1,0.8,2.16,1.25,1.7,0.15,1.25,1.15,0.05,Striver,62,11,6,-6,0
87,Xilio,Men,Married,20th,5,2,2,3,yes,1,3295879,3,More than 1M,5,15,20,59,95,41,20,50,7.4,7.4,53,45 - 55,10,9,2,0,7,55,4,4,Tech,Finance,2.2,1.8,0.3,1.2,0.4,2.3,2.3,2,2.9,1.2,2.1,2.7,1.9,7.6,15.3,1.1,8.2,0.9,1.5,7.6,3.3,1.8,2.36,0.25,1,0.35,1.9,1.9,1.65,Joy Seeker,40,74,9,-25,-7
88,IWF,Women,Single,20th,5,3,3+,4,yes,1,1534384,2,More than 1M,5,61,23,91,82,28,23,51,5,5,36,35 - 45,2,9,7,10,9,49,7,4,Finance,Other,1.9,0.5,2,0,1.8,0.2,0.6,1.9,2.2,2.9,1.3,1.7,1.7,6.7,4.2,6.6,0.3,4.2,0.1,2.1,3.1,1.6,2.32,1.65,0.05,1.5,0.15,0.5,1.55,Purposeful Striver,85,38,18,-18,19
89,Xilio,Women,Married,25th,6,3,3+,4,yes,1,2260919,4,More than 1M,5,59,58,84,30,72,58,44,5.4,5.4,58,Over 55,5,8,2,10,12,50,8,2,Other,Tech,2.7,3,2.5,1.7,2.5,1.7,2.1,0.9,0.2,0.7,2.3,1.4,1.8,9,24.8,8.2,11.7,5.9,1.2,7.1,1.5,2.2,2.44,2.05,1.45,2.1,1.45,1.75,0.75,Purposeful Striver,80,6,12,-3,-19
90,IWF,Women,Married,40th+,9,2,2,3,yes,1,1782126,4,More than 1M,5,71,82,41,17,17,82,23,5.4,5.4,67,Over 55,10,0,4,3,11,54,1,4,Healthcare,Consulting,1.4,0.7,1.1,0.8,0.1,0.4,0.1,0.3,2.7,1.8,0.7,1.9,1.6,5.2,5.8,3.8,5.1,0.3,0.2,0.2,0.4,1.2,2.24,0.95,0.65,0.1,0.3,0.05,0.2,Striver,82,72,0,-23,-19
91,IWF,Men,Single,25th,6,2,2,3,yes,1,4360634,3,More than 1M,5,70,24,90,52,21,24,40,8.3,8.3,52,45 - 55,3,7,2,2,8,49,14,5,Consulting,Tech,0.4,2.8,2.3,1.4,2.2,0.1,1.3,0.3,2.6,1.3,0.7,2.9,0.8,2.1,23.6,7.8,9,5.1,0.1,4.2,0.5,0.3,2.06,1.95,1.15,1.85,0.1,1.05,0.25,Joyful Striver,53,23,-15,-22,0
92,Xilio,Women,Married,1st,1,2,2,3,yes,1,1767095,2,More than 1M,5,23,30,73,87,67,30,63,5.6,5.6,36,35 - 45,0,6,5,5,3,51,13,5,Consulting,Consulting,2.1,1.9,2.9,2.9,1,0.2,2.3,2.8,1.3,0.2,0.5,2.4,0.7,7.4,16.2,9.6,19.2,2.4,0.1,7.8,4.6,1.8,2.36,2.4,2.4,0.85,0.15,1.95,2.3,Joy Seeker,24,47,9,-1,14
93,Xilio,Women,Single,15th,4,4,3+,4,yes,1,2141138,4,More than 1M,5,16,66,85,67,56,66,28,5.2,5.2,68,Over 55,7,2,1,9,10,54,0,3,Consulting,Finance,2.3,1.8,0.6,1.2,1.4,2.5,1,2.1,1.8,1.5,1.1,0.1,0.4,7.8,15.2,2,8,3.3,1.7,3.4,3.4,1.9,2.38,0.5,1,1.2,2.1,0.85,1.7,Purpose Seeker,26,90,-18,12,-21
94,HBS,Men,In a relationship,30th,7,2,2,3,yes,1,4810450,3,More than 1M,5,27,97,38,30,58,97,65,8.6,8.6,50,45 - 55,10,6,6,2,4,52,5,9,Finance,Other,1.7,1.5,1.6,2.5,2.8,0.4,1.7,0.4,2.9,2.1,2.5,1,2.5,6.1,12.8,5.2,16.8,6.5,0.2,5.6,0.6,1.4,2.28,1.3,2.1,2.3,0.3,1.4,0.3,Flourisher,89,46,20,-11,-5
95,Xilio,Men,In a relationship,30th,7,2,2,3,yes,1,2139818,2,More than 1M,5,13,50,71,46,59,50,50,5.4,5.4,36,35 - 45,7,5,1,11,2,48,8,5,Other,Other,2.3,0.7,0.9,0.6,1,0.1,0.6,1.1,1.6,1.5,2.5,1.4,1.8,7.9,5.8,2.9,3.8,2.3,0.1,2,1.8,1.95,2.39,0.7,0.45,0.85,0.1,0.5,0.9,Triumvirate,60,12,-12,-5,-12
96,Xilio,Women,Married,10th,3,1,1,2,yes,1,2261785,2,More than 1M,5,99,31,57,49,82,31,69,5,5,36,35 - 45,1,3,4,3,11,53,16,8,Consulting,Finance,1.5,0.5,2.4,2,1.4,1.3,2.2,1.8,2.7,2.6,1.1,0.9,0.6,5.4,4.4,7.9,13.4,3.3,0.9,7.4,3,1.25,2.25,2,1.7,1.15,1.1,1.85,1.5,Purpose Seeker,41,90,-16,9,-22
97,IWF,Men,In a relationship,20th,5,2,2,3,yes,1,4513302,4,More than 1M,5,23,10,29,32,20,10,44,8.6,8.6,59,Over 55,0,0,3,11,4,49,10,3,Finance,Healthcare,1.6,0.7,1.7,2.9,0,2.5,0.2,2.5,0.2,0.9,1.8,2.1,0.5,5.7,5.5,5.8,19.5,0.1,1.7,0.5,4.2,1.3,2.26,1.45,2.45,0.05,2.1,0.15,2.1,Flourisher,29,13,-24,20,-3
98,HBS,Men,Married,25th,6,3,3+,4,yes,1,2978089,2,More than 1M,5,23,78,97,40,42,78,80,6.7,6.7,39,35 - 45,10,10,1,0,5,48,19,5,Consulting,Healthcare,1.3,0.6,1.9,0.3,0.2,0.8,2.6,0.1,0.6,0.3,2.2,2.5,2.6,4.8,4.7,6.3,2,0.6,0.5,8.5,0.2,1.05,2.21,1.6,0.25,0.2,0.65,2.15,0.1,Striver,15,62,20,-12,16
99,IWF,Men,Married,20th,5,3,3+,4,yes,1,2755928,3,More than 1M,5,77,27,26,45,17,27,77,6.3,6.3,49,45 - 55,6,4,10,8,2,55,3,6,Tech,Healthcare,0.1,2.3,2.4,0,0.8,1.3,0.6,0.7,1.3,2.8,0.7,2.2,2.2,1.2,19.5,8,0.2,1.8,0.8,2,1.2,0.05,2.01,2,0,0.65,1.05,0.5,0.6,Triumvirate,45,82,-17,10,-6
100,IWF,Men,In a relationship,5th,2,2,2,3,yes,1,3883339,1,More than 1M,5,93,60,34,76,56,60,95,7.5,7.5,32,0 - 35,6,4,10,3,3,48,11,7,Other,Other,0.3,1.1,1.2,1.3,0.1,0.1,2.6,2.7,1.8,1.1,0.5,3,2,2,8.8,4,8.7,0.2,0.1,8.7,4.4,0.25,2.05,1,1.1,0.05,0.1,2.2,2.2,Flourisher,65,89,-23,-14,-11
101,HBS,Men,Married,40th+,9,2,2,3,yes,1,1873400,2,More than 1M,5,11,65,75,41,91,65,35,4.5,4.5,38,35 - 45,4,0,5,8,7,51,5,8,Consulting,Tech,0.1,0.2,2.7,0.3,1.9,1.3,1.1,0,2.4,1.7,2.9,0.8,1.2,1.3,1.4,9.2,1.9,4.4,0.9,3.5,0,0.1,2.02,2.3,0.25,1.6,1.1,0.9,0,Joy Seeker,89,60,-5,-9,19
102,HBS,Women,Single,1st,1,3,3+,4,yes,1,1109111,3,More than 1M,5,43,73,41,99,34,73,64,4.1,4.1,49,45 - 55,9,10,2,9,11,55,18,7,Finance,Finance,1.9,2.9,1.6,2.2,1.3,1.7,2.2,0.6,3,2.4,1.9,2.6,0.8,6.7,24.2,5.3,15,3,1.2,7.2,1,1.6,2.32,1.35,1.85,1.05,1.45,1.8,0.5,Purpose Seeker,71,43,0,13,3
103,HBS,Women,Married,40th+,9,1,1,2,yes,1,1026107,4,More than 1M,5,94,29,46,58,60,29,21,4,4,56,Over 55,0,4,2,2,9,55,14,5,Other,Healthcare,0.9,2.7,0.5,2.7,1.6,1.7,1,2.9,1.2,1,2.9,2.3,2.9,3.8,22.1,1.6,18.3,3.8,1.1,3.2,4.8,0.8,2.16,0.4,2.3,1.35,1.45,0.8,2.4,Joyful Striver,9,76,-18,-17,-18
104,Xilio,Women,Married,1st,1,1,1,2,yes,1,3551441,4,More than 1M,5,87,16,57,50,95,16,53,6.9,6.9,78,Over 55,8,2,9,10,0,54,15,6,Other,Healthcare,1.5,2.8,2.1,1.3,0.5,1,2.7,1.8,0.1,2.1,1,1.1,2.4,5.6,23.2,7,8.7,1.2,0.7,9.1,3.1,1.25,2.25,1.75,1.1,0.45,0.85,2.25,1.55,Purpose Seeker,88,68,-24,9,15
105,Xilio,Men,Single,5th,2,2,2,3,yes,1,4575583,4,More than 1M,5,18,60,23,85,73,60,83,8.4,8.4,67,Over 55,4,6,2,6,6,48,13,3,Tech,Tech,2.7,3,2.4,0.8,0.9,0.9,0.4,0.8,2.4,0.4,2.1,2.2,0.9,9.2,24.9,7.9,5.2,2.1,0.6,1.3,1.3,2.25,2.45,2,0.65,0.75,0.8,0.3,0.65,Joyful Striver,1,5,-20,-13,-7
106,HBS,Women,In a relationship,10th,3,4,3+,4,yes,1,1900230,4,More than 1M,5,51,26,68,34,33,26,55,5.5,5.5,72,Over 55,7,2,2,1,4,55,4,6,Healthcare,Healthcare,0.7,0.5,1,1.3,2,0.3,0.5,0.2,1.8,0.9,0.7,0.3,2.5,3.2,4.3,3.2,8.7,4.6,0.2,1.8,0.3,0.6,2.12,0.8,1.1,1.65,0.25,0.45,0.15,Joy Seeker,8,37,2,-11,13
107,HBS,Women,In a relationship,15th,4,0,0,1,no,2,3777389,2,More than 1M,5,40,35,36,44,43,35,13,8.5,8.5,39,35 - 45,5,1,0,4,14,48,6,8,Healthcare,Healthcare,1.2,1.2,2.6,2.2,2.9,1.1,1.5,0.1,0.6,0.4,0.8,2.4,2.3,4.7,9.9,8.6,14.5,6.8,0.7,4.9,0.1,1.05,2.21,2.15,1.8,2.4,0.9,1.25,0.05,Purpose Seeker,88,72,3,-8,20
108,HBS,Women,Single,5th,2,2,2,3,yes,1,4172807,3,More than 1M,5,34,84,11,73,39,84,64,8.1,8.1,52,45 - 55,8,3,8,9,1,48,15,6,Tech,Tech,2.3,2.3,2.7,0,0.2,0.3,0.2,0.7,1.5,2.4,1.5,1.6,0.9,7.8,19,9.1,0.2,0.4,0.2,0.8,1.2,1.9,2.38,2.25,0,0.15,0.25,0.2,0.6,Purpose Seeker,63,31,0,7,2
109,HBS,Men,Married,1st,1,3,3+,4,yes,1,4713874,4,More than 1M,5,45,98,89,22,44,98,33,8.8,8.8,65,Over 55,0,0,2,5,1,51,16,6,Finance,Tech,0.7,2.1,0.8,1.8,2.7,2.3,0.6,2.6,2.2,0.7,1,0.9,1.3,3.1,17.4,2.8,11.8,6.2,1.5,2,4.4,0.55,2.11,0.7,1.45,2.25,1.9,0.5,2.2,Purposeful Striver,11,9,-1,-20,20
110,HBS,Women,Married,25th,6,2,2,3,yes,1,3632279,2,More than 1M,5,91,81,39,74,63,81,46,7.3,7.3,45,35 - 45,8,7,0,2,3,55,6,3,Other,Other,0.2,0.5,3,1.8,1.7,2.9,2.8,1.2,2.3,2.2,0.5,2,0.6,1.7,3.8,9.8,12.3,4,1.9,9.4,2.1,0.2,2.04,2.45,1.55,1.45,2.4,2.35,1.05,Joyful Striver,81,51,-14,1,1
111,Xilio,Women,Single,5th,2,2,2,3,yes,1,2151690,2,More than 1M,5,11,65,87,89,82,65,17,4.6,4.6,40,35 - 45,6,7,0,2,4,54,17,1,Tech,Tech,0.9,2.4,0.4,1.9,1.7,2.9,2.9,2.2,1.5,2.8,0.8,1.9,0.3,3.6,20.4,1.4,12.8,3.9,1.9,9.8,3.6,0.7,2.14,0.35,1.6,1.4,2.45,2.45,1.8,Purpose Seeker,8,29,-21,-3,-22
112,Xilio,Men,Single,1st,1,0,0,1,no,2,3021650,3,More than 1M,5,95,34,96,34,98,34,12,6.6,6.6,51,45 - 55,9,5,6,10,7,52,7,4,Finance,Tech,0.5,0.7,0.6,0.7,1.5,2.6,1.1,2.8,0.9,1.6,0.1,0.6,2.2,2.5,5.6,2,4.8,3.5,1.7,3.8,4.6,0.4,2.08,0.5,0.6,1.25,2.15,0.95,2.3,Joy Seeker,35,78,8,1,-11
113,HBS,Men,Married,5th,2,2,2,3,yes,1,521234,2,500K - 1M,4,80,38,32,87,90,38,92,3.6,3.6,39,35 - 45,2,6,9,2,12,54,14,7,Tech,Tech,2.8,0.7,0.6,2.1,0.2,1.8,2.8,1.2,2.9,1.6,2.1,0.1,0.8,9.4,5.6,1.8,14.3,0.5,1.2,9.2,2,2.3,2.46,0.45,1.8,0.15,1.5,2.3,1,Purpose Seeker,35,40,11,8,9
114,Xilio,Men,Single,5th,2,4,3+,4,yes,1,1978260,1,More than 1M,5,93,26,39,71,41,26,14,6.6,6.6,32,0 - 35,3,6,9,2,7,51,18,5,Other,Healthcare,2.4,1.6,2.7,0.3,0.3,2.1,1.6,0.6,2,1.4,1.5,1.3,2.5,8.3,13.4,8.9,1.8,0.6,1.4,5.4,1,2,2.4,2.25,0.25,0.2,1.75,1.35,0.5,Purposeful Striver,33,41,-11,20,11
115,HBS,Men,In a relationship,30th,7,0,0,1,no,2,4363486,3,More than 1M,5,78,78,25,55,88,78,57,8.1,8.1,51,45 - 55,10,9,3,7,5,48,9,6,Tech,Other,1.9,1.8,2,0.6,1.8,0.9,0.8,1.6,1.2,1,0.3,1.7,3,6.7,14.8,6.5,4,4.2,0.6,2.7,2.6,1.6,2.32,1.65,0.5,1.5,0.7,0.65,1.3,Striver,5,86,18,12,-25
