id,group,gender,relationship_status,reunion_class,reunion_class_levels,n_children,children_range,children_range_levels,with_child,with_child_levels,income,working_range_levels,income_range,income_range_levels,achievement,achievement_min,joy,joy_min,meaningfulness,meaningfulness_work,meaningfulness_min,life_satisfaction,tqi,working_hours,working_range,reading_hours,catching_up_hours,social_media_hours,watching_tv_hours,exercising_hours,sleeping_hours,care_giving_hours,parting_hosting_hours,industry_graduation,industry_current,eating_with_family_hours,eating_with_others_hours,eating_alone_hours,watching_TV_with_family_hours,watching_TV_with_others_hours,watching_TV_alone_hours,hanging_out_alone_hours,hanging_out_with_family_hours,hanging_out_with_others_hours,chores_alone_hours,chores_with_others_hours,chores_with_family_hours,commuting_alone_hours,hobbies_hours,school_learning_hours,job_searching_hours,gaming_hours,napping_hours,therapy_hours,side_projects_hours,volunteering_hours,hobbies_subj_value,school_learning_subj_value,job_searching_subj_value,gaming_subj_value,napping_subj_value,therapy_subj_value,side_projects_subj_value,volunteering_subj_value,jam_type_distribution,achievement_behavioral,achievement_perceived,joy_gap,achievement_gap,meaningfulness_gap,industry_graduation_levels,industry_current_levels,joy_working,joy_reading,joy_catching_up,joy_social_media,joy_watching_tv,joy_exercising,joy_sleeping,joy_care_giving,joy_parting_hosting,joy_eating_with_family,joy_eating_with_others,joy_eating_alone,joy_watching_TV_with_family,joy_watching_TV_with_others,joy_watching_TV_alone,joy_hanging_out_alone,joy_hanging_out_with_family,joy_hanging_out_with_others,joy_chores_alone,joy_chores_with_others,joy_chores_with_family,joy_commuting_alone,joy_volunteering,joy_therapy,joy_gaming,joy_school_learning,joy_side_projects,joy_job_searching,joy_napping,joy_hobbies
35.0,Xilio,Men,Married,15th,4.0,1.0,1,2.0,Kids,1.0,558178.0,4.0,500K - 1M,4.0,64.0,91.0,24.0,10.0,64.0,91.0,47.0,4.0,4.0,57.0,Over 55,0.0,6.0,1.0,1.0,5.0,55.0,7.0,7.0,Finance,Tech,2.9,0.2,1.8,0.8,0.5,0.5,1.9,1.3,2.4,1.4,2.0,2.4,2.6,9.7,1.9,6.1,5.6,1.1,0.3,6.4,inf,2.4,2.48,1.5,0.7,0.4,0.4,1.6,1.1,Striver,62.0,51.0,-7.0,3.0,10.0,1.0,3.0,71,75,35,37,93,47,92,34,81,26,98,99,23,14,85,84,60,58,35,76,70,32,92,45,25,93,32,63,48,70
36.0,HBS,Men,In a relationship,20th,5.0,4.0,3+,4.0,Kids,1.0,2693046.0,2.0,More than 1M,5.0,46.0,38.0,47.0,,26.0,38.0,96.0,5.6,5.6,37.0,35 - 45,7.0,10.0,2.0,10.0,11.0,48.0,0.0,7.0,Healthcare,Healthcare,2.4,2.1,1.0,0.8,3.0,1.1,0.7,2.5,0.3,2.2,1.0,2.8,1.6,8.3,17.4,3.5,5.5,6.9,0.8,2.4,4.2,2.0,2.4,0.85,0.7,2.45,0.95,0.6,2.1,Joy Seeker,47.0,70.0,5.0,-17.0,-17.0,4.0,4.0,71,87,17,99,62,97,45,19,96,11,58,11,74,98,69,93,20,87,18,50,92,43,59,65,94,43,13,58,52,12
37.0,IWF,inf,Single,10th,3.0,1.0,1,2.0,Kids,1.0,2616644.0,4.0,More than 1M,5.0,61.0,27.0,51.0,72.0,34.0,27.0,31.0,6.2,6.2,71.0,Over 55,3.0,5.0,7.0,7.0,6.0,55.0,7.0,5.0,Tech,Consulting,0.9,1.0,0.3,1.3,2.9,1.9,2.1,0.8,0.8,0.3,2.7,1.8,0.7,3.7,8.5,1.1,8.6,6.8,1.2,7.1,1.3,0.75,2.15,0.3,1.1,2.45,1.55,1.8,0.65,Joyful Striver,62.0,6.0,-10.0,12.0,1.0,3.0,2.0,56,62,56,71,100,96,23,89,14,22,23,89,89,58,74,82,95,65,29,59,47,76,39,45,21,80,12,37,36,100
38.0,Xilio,Men,Married,15th,4.0,0.0,0,1.0,No Kids,2.0,2600406.0,4.0,More than 1M,5.0,70.0,71.0,91.0,48.0,59.0,71.0,23.0,5.1,5.1,67.0,Over 55,2.0,8.0,7.0,2.0,5.0,53.0,19.0,1.0,Consulting,Healthcare,0.3,2.2,0.5,2.9,2.4,2.9,2.6,1.3,2.6,2.5,0.9,0.8,2.6,1.9,18.1,1.5,19.6,5.6,1.9,8.7,2.2,0.25,2.05,0.4,2.45,2.0,2.4,2.2,1.1,Joyful Striver,51.0,67.0,-12.0,-20.0,8.0,2.0,4.0,71,60,85,42,91,31,87,25,51,40,10,79,91,46,90,10,91,56,65,95,37,43,86,98,97,56,70,47,85,53
39.0,Xilio,Women,Married,10th,3.0,2.0,2,3.0,Kids,1.0,3446664.0,2.0,More than 1M,5.0,24.0,62.0,55.0,inf,21.0,62.0,96.0,6.5,6.5,39.0,35 - 45,6.0,2.0,0.0,11.0,3.0,54.0,inf,8.0,Consulting,Consulting,2.1,0.2,0.7,0.2,2.0,2.2,0.4,1.6,1.0,2.2,1.7,2.8,1.7,7.2,1.6,2.3,1.4,4.6,1.5,1.3,2.7,1.7,2.34,0.55,0.15,1.65,1.8,0.3,1.35,Joy Seeker,55.0,7.0,-21.0,-7.0,-25.0,2.0,2.0,60,48,100,94,77,11,44,67,16,37,90,94,16,43,64,67,15,17,45,81,35,41,48,93,17,69,13,37,98,16
40.0,IWF,Men,Single,25th,6.0,3.0,3+,4.0,Kids,1.0,3415659.0,2.0,inf,5.0,95.0,52.0,44.0,73.0,65.0,52.0,41.0,7.2,7.2,37.0,35 - 45,5.0,1.0,0.0,5.0,15.0,52.0,10.0,1.0,Finance,Consulting,1.3,0.9,0.8,1.6,1.7,2.8,2.6,2.0,2.9,0.6,0.3,2.3,0.6,5.0,7.9,inf,10.4,4.0,1.8,8.7,3.3,1.1,2.22,0.65,1.3,1.45,2.3,2.15,1.65,Joyful Striver,64.0,51.0,15.0,18.0,6.0,1.0,2.0,64,60,81,44,74,40,39,81,51,69,34,99,88,82,66,12,76,64,45,88,70,38,21,70,30,83,74,41,42,42
41.0,Xilio,Women,Married,25th,6.0,1.0,1,2.0,Kids,1.0,3415357.0,4.0,More than 1M,5.0,58.0,40.0,20.0,15.0,11.0,40.0,56.0,7.5,7.5,79.0,Over 55,9.0,0.0,8.0,11.0,0.0,49.0,19.0,8.0,Healthcare,Tech,0.4,1.6,2.6,0.5,2.6,2.3,1.8,2.4,inf,0.4,2.8,1.7,1.9,2.1,13.5,8.5,3.6,6.1,1.5,5.9,3.9,0.3,2.06,2.15,0.45,2.15,1.9,1.5,1.95,Purposeful Striver,3.0,72.0,0.0,-15.0,-1.0,4.0,3.0,73,79,98,61,10,20,26,38,45,36,68,68,97,79,80,72,71,97,82,54,32,18,68,71,57,88,21,50,100,18
42.0,HBS,Men,In a relationship,15th,4.0,3.0,3+,4.0,Kids,1.0,2825513.0,4.0,More than 1M,5.0,14.0,73.0,68.0,61.0,41.0,73.0,51.0,6.5,6.5,66.0,Over 55,4.0,9.0,10.0,5.0,8.0,49.0,19.0,2.0,Healthcare,Other,1.5,2.4,1.7,2.9,0.9,1.8,0.4,1.2,0.8,0.9,0.4,2.1,1.1,5.5,19.8,5.6,19.4,2.0,1.2,1.3,2.0,1.25,2.25,1.4,2.45,0.7,1.5,0.3,1.0,Purpose Seeker,51.0,42.0,2.0,-24.0,3.0,4.0,5.0,12,15,55,43,67,55,76,15,36,24,81,28,58,27,82,30,14,27,31,80,55,75,85,90,17,90,22,45,65,39
43.0,IWF,Women,In a relationship,30th,7.0,1.0,1,2.0,Kids,1.0,1495689.0,4.0,More than 1M,5.0,14.0,10.0,52.0,58.0,80.0,10.0,58.0,4.7,4.7,63.0,Over 55,2.0,1.0,2.0,4.0,5.0,51.0,11.0,8.0,Healthcare,Consulting,0.1,1.0,1.6,0.3,1.4,0.6,1.3,1.9,0.1,2.9,0.7,2.8,2.5,1.3,inf,5.2,2.3,3.3,0.4,4.3,3.2,0.1,2.02,1.3,0.3,1.15,0.5,1.05,1.6,Joyful Striver,7.0,64.0,-24.0,18.0,-19.0,4.0,2.0,60,76,77,50,35,71,89,25,67,88,78,37,64,87,95,32,18,44,10,28,39,66,53,96,37,20,43,45,11,27
44.0,HBS,Women,Single,20th,5.0,1.0,1,2.0,Kids,1.0,98148.0,1.0,Less than 150K,1.0,44.0,62.0,62.0,25.0,98.0,62.0,68.0,2.9,2.9,31.0,0 - 35,4.0,7.0,7.0,9.0,5.0,52.0,16.0,8.0,Other,Healthcare,2.7,1.9,0.3,1.2,1.9,2.0,0.5,0.5,2.1,0.8,1.7,2.1,1.4,9.2,15.6,1.1,8.1,4.3,1.3,1.6,0.8,2.25,2.45,0.3,1.0,1.55,1.65,0.4,0.4,Purpose Seeker,21.0,15.0,-20.0,18.0,-23.0,5.0,4.0,16,16,42,60,29,78,39,29,55,42,14,81,22,28,35,18,37,98,78,26,76,48,97,34,89,100,68,96,23,65
45.0,Xilio,Men,Married,10th,3.0,0.0,0,1.0,No Kids,2.0,1855665.0,4.0,More than 1M,5.0,30.0,54.0,71.0,65.0,12.0,54.0,77.0,4.5,4.5,56.0,Over 55,9.0,0.0,10.0,4.0,13.0,53.0,0.0,6.0,Other,Other,0.8,2.7,2.6,2.2,1.2,1.9,2.1,,1.4,1.4,2.3,1.1,2.2,3.3,22.1,8.6,14.8,2.9,1.2,7.0,4.7,0.65,2.13,2.15,1.85,1.05,,1.75,2.35,Joy Seeker,73.0,29.0,-17.0,-17.0,-6.0,5.0,5.0,30,60,10,56,96,73,54,89,75,29,28,23,82,87,21,92,92,90,82,74,42,16,13,73,19,94,82,75,22,99
46.0,HBS,Women,In a relationship,5th,inf,3.0,3+,4.0,Kids,1.0,2775683.0,4.0,More than 1M,5.0,96.0,21.0,41.0,45.0,73.0,21.0,28.0,6.0,6.0,74.0,Over 55,7.0,2.0,0.0,2.0,1.0,55.0,15.0,7.0,Tech,Healthcare,2.0,1.8,2.2,2.1,1.3,,2.3,1.1,0.3,0.1,1.9,2.1,0.3,7.0,15.4,7.2,14.1,3.0,1.2,7.6,1.9,1.65,2.33,1.8,1.75,1.05,1.5,1.9,0.95,Purposeful Striver,39.0,33.0,7.0,-5.0,-6.0,3.0,4.0,82,81,28,91,19,19,88,80,34,51,32,33,65,49,80,64,100,41,46,86,12,78,45,69,61,59,40,19,33,93
47.0,Xilio,Men,Single,40th+,9.0,4.0,3+,4.0,Kids,1.0,3427723.0,4.0,More than 1M,5.0,79.0,24.0,69.0,44.0,98.0,24.0,60.0,6.9,6.9,67.0,Over 55,10.0,inf,6.0,9.0,14.0,54.0,10.0,2.0,,Tech,0.9,0.7,0.2,1.3,1.0,1.5,0.3,2.2,2.1,1.2,0.7,0.1,1.2,3.8,5.8,0.7,8.5,2.3,1.0,1.1,3.6,0.8,2.16,0.15,1.05,,1.2,0.25,1.8,Flourisher,18.0,27.0,15.0,-2.0,4.0,1.0,3.0,48,51,40,67,68,49,98,87,82,21,18,53,65,26,55,28,86,33,92,65,78,17,57,66,24,13,80,79,78,40
48.0,IWF,Women,Married,1st,1.0,1.0,1,2.0,Kids,1.0,3033758.0,3.0,More than 1M,5.0,69.0,61.0,85.0,85.0,17.0,61.0,71.0,7.2,7.2,52.0,45 - 55,5.0,2.0,9.0,4.0,11.0,54.0,19.0,2.0,Tech,Healthcare,1.6,0.1,2.1,1.0,1.7,1.6,1.5,0.1,0.1,1.7,0.0,1.2,2.9,5.7,0.6,7.1,6.9,,1.1,5.1,0.1,1.3,2.26,1.75,0.85,1.4,1.3,1.25,0.05,Purposeful Striver,4.0,36.0,-1.0,8.0,9.0,3.0,4.0,27,73,89,84,84,33,60,52,36,82,59,65,24,69,56,71,47,16,81,50,92,27,23,79,13,50,22,81,43,81
49.0,IWF,Men,Single,5th,2.0,2.0,2,3.0,Kids,1.0,4086518.0,2.0,More than 1M,5.0,79.0,78.0,22.0,59.0,38.0,78.0,15.0,,8.1,43.0,35 - 45,9.0,8.0,5.0,0.0,11.0,48.0,16.0,7.0,Tech,Consulting,1.6,2.6,1.6,1.2,2.6,1.0,2.4,0.6,2.6,2.9,2.3,1.2,2.4,5.9,21.8,5.4,8.0,6.0,0.7,8.1,1.0,1.35,2.27,1.35,1.0,2.15,0.85,2.05,0.5,Joy Seeker,89.0,29.0,-13.0,-4.0,9.0,3.0,2.0,13,24,23,66,50,53,56,35,10,32,25,99,66,51,88,96,52,22,22,51,51,91,90,61,99,68,63,88,96,72
50.0,IWF,Men,Single,25th,6.0,0.0,0,1.0,No Kids,2.0,2699995.0,4.0,More than 1M,5.0,59.0,42.0,28.0,61.0,18.0,42.0,45.0,5.3,5.3,64.0,Over 55,0.0,10.0,9.0,3.0,2.0,55.0,8.0,5.0,Other,Tech,0.6,0.1,0.2,0.8,0.6,1.6,2.8,inf,0.4,1.6,3.0,0.5,0.5,2.7,0.5,0.8,5.3,1.4,1.0,9.4,2.4,0.45,2.09,0.2,0.65,0.5,1.3,2.35,1.2,Purposeful Striver,60.0,38.0,-17.0,-23.0,13.0,5.0,3.0,98,38,62,32,14,69,62,99,96,81,42,60,67,90,47,100,30,100,93,15,71,58,58,65,88,69,11,72,28,96
51.0,Xilio,Women,Married,15th,4.0,4.0,3+,4.0,Kids,1.0,4480812.0,2.0,More than 1M,5.0,26.0,99.0,92.0,81.0,inf,99.0,17.0,8.5,8.5,40.0,35 - 45,9.0,9.0,0.0,7.0,11.0,53.0,13.0,4.0,Consulting,Healthcare,2.9,2.6,1.4,0.6,2.8,0.6,1.5,2.6,0.4,2.5,2.4,0.1,0.8,9.7,21.9,4.6,4.1,6.5,0.4,5.1,4.4,2.4,2.48,1.15,0.5,2.35,0.5,1.3,2.2,Striver,14.0,57.0,-13.0,-14.0,1.0,2.0,4.0,69,42,57,57,74,71,73,87,83,23,11,41,44,81,30,100,100,78,52,78,67,25,76,72,71,90,42,31,39,59
52.0,HBS,Women,Married,1st,inf,3.0,3+,4.0,Kids,1.0,4828669.0,3.0,More than 1M,5.0,59.0,22.0,23.0,55.0,44.0,22.0,70.0,8.6,8.6,47.0,45 - 55,8.0,10.0,3.0,3.0,inf,50.0,13.0,7.0,Healthcare,Healthcare,2.3,1.6,1.5,1.4,2.1,2.4,2.9,1.6,0.5,1.6,1.4,0.4,1.0,8.0,13.2,4.8,9.7,4.8,1.6,9.5,2.6,1.95,2.39,1.2,1.2,1.7,2.0,2.4,1.3,Joyful Striver,9.0,27.0,5.0,,0.0,4.0,4.0,23,36,78,31,26,96,47,80,51,100,23,59,97,74,23,48,71,99,46,84,66,30,96,77,13,71,59,29,58,98
53.0,HBS,Men,In a relationship,30th,7.0,3.0,3+,4.0,Kids,1.0,1900928.0,2.0,More than 1M,5.0,60.0,65.0,56.0,96.0,56.0,65.0,77.0,4.9,4.9,36.0,35 - 45,1.0,6.0,0.0,10.0,14.0,48.0,12.0,7.0,Finance,Tech,2.8,2.8,0.5,0.8,2.5,0.6,1.6,2.8,2.9,0.1,2.7,2.0,2.0,9.5,23.5,1.7,5.4,5.8,0.4,5.4,4.6,2.35,2.47,0.4,0.65,2.05,0.45,1.35,2.3,Flourisher,90.0,55.0,15.0,4.0,-12.0,1.0,3.0,18,45,99,26,31,26,73,42,61,34,10,50,25,62,11,85,55,51,83,82,10,19,86,29,50,93,16,42,52,10
54.0,IWF,Men,In a relationship,25th,6.0,3.0,3+,inf,Kids,1.0,4185299.0,4.0,More than 1M,5.0,34.0,44.0,77.0,99.0,93.0,44.0,11.0,8.3,8.3,78.0,Over 55,3.0,4.0,10.0,9.0,7.0,55.0,18.0,1.0,Consulting,Finance,2.7,2.4,2.8,,1.7,0.3,1.2,1.5,2.1,0.9,1.2,2.4,2.3,9.1,20.0,9.5,5.7,3.9,0.2,3.9,2.4,2.25,2.45,2.35,0.7,1.4,0.2,1.0,1.2,Triumvirate,53.0,33.0,-15.0,0.0,-9.0,2.0,1.0,99,38,71,78,50,74,96,35,34,86,99,75,17,16,81,36,79,40,34,49,82,13,18,63,82,34,27,24,25,91
55.0,HBS,Women,Single,5th,2.0,4.0,3+,4.0,Kids,1.0,2587489.0,2.0,More than 1M,5.0,68.0,69.0,84.0,16.0,53.0,69.0,10.0,6.6,6.6,40.0,35 - 45,10.0,2.0,6.0,7.0,2.0,50.0,17.0,5.0,Healthcare,Tech,1.8,3.0,2.5,inf,2.3,1.3,2.5,1.5,2.4,1.7,1.6,3.0,2.2,6.4,24.9,8.5,13.1,5.5,,8.5,2.5,1.5,2.3,,1.65,1.95,1.1,2.1,1.25,Joy Seeker,2.0,68.0,-22.0,-5.0,-8.0,4.0,3.0,62,47,75,20,77,66,98,54,63,94,67,34,96,14,79,55,47,83,97,50,69,53,30,10,64,96,60,16,61,28
56.0,Xilio,Men,Married,10th,3.0,4.0,3+,4.0,Kids,1.0,1803415.0,4.0,More than 1M,5.0,23.0,39.0,36.0,63.0,95.0,39.0,60.0,5.6,5.6,59.0,Over 55,1.0,10.0,5.0,11.0,0.0,50.0,2.0,2.0,Finance,Healthcare,2.8,1.1,2.0,2.9,0.0,2.0,1.5,0.4,1.2,2.9,1.4,1.0,1.5,9.3,8.8,6.7,19.4,0.1,1.3,4.9,0.6,2.3,2.46,1.65,2.4,0.05,1.65,1.25,0.3,Joy Seeker,84.0,86.0,8.0,2.0,19.0,1.0,4.0,11,66,73,24,78,64,16,93,76,40,98,70,54,33,42,43,58,35,30,18,78,17,81,99,37,88,17,97,58,73
57.0,Xilio,Men,Single,25th,6.0,1.0,1,2.0,Kids,1.0,2335413.0,2.0,More than 1M,,78.0,42.0,inf,51.0,73.0,42.0,75.0,5.4,5.4,45.0,,8.0,6.0,8.0,8.0,13.0,50.0,14.0,4.0,Tech,Tech,0.3,2.3,1.4,1.8,2.5,1.3,1.4,2.4,1.0,2.6,1.3,1.8,inf,1.8,19.2,4.6,12.1,5.7,0.9,4.7,4.0,0.2,2.04,1.15,1.5,2.05,1.1,1.2,2.0,Flourisher,60.0,66.0,12.0,0.0,inf,3.0,3.0,93,36,79,100,20,62,31,72,15,63,25,75,49,37,15,42,84,95,50,17,68,64,90,19,56,42,64,99,20,62
58.0,IWF,Men,Married,15th,4.0,3.0,3+,4.0,Kids,1.0,3940197.0,4.0,More than 1M,5.0,64.0,40.0,14.0,11.0,18.0,40.0,92.0,7.6,7.6,62.0,Over 55,8.0,4.0,8.0,3.0,11.0,48.0,9.0,8.0,Other,Finance,0.6,1.2,1.2,0.2,0.1,0.8,1.5,0.7,0.7,0.7,2.3,2.8,1.3,2.8,10.0,4.1,1.5,0.3,0.6,4.9,1.2,0.5,2.1,1.05,0.2,0.1,0.7,1.25,0.6,Purposeful Striver,71.0,10.0,20.0,7.0,-6.0,5.0,1.0,69,64,72,44,65,65,90,76,67,14,88,51,63,71,99,59,90,85,82,53,55,28,25,32,18,28,85,59,87,15
59.0,Xilio,Men,In a relationship,15th,4.0,2.0,2,3.0,Kids,1.0,301836.0,4.0,250K – 500K,3.0,84.0,98.0,78.0,63.0,98.0,98.0,90.0,3.5,3.5,63.0,Over 55,7.0,9.0,0.0,11.0,10.0,,11.0,2.0,,Tech,0.1,1.4,2.0,0.2,2.7,1.7,2.5,2.7,1.4,0.7,1.6,0.5,0.4,1.4,12.0,6.5,1.5,6.2,1.1,8.5,4.5,0.1,2.02,1.65,0.2,2.2,1.4,2.1,2.25,Striver,44.0,5.0,-22.0,-5.0,1.0,4.0,3.0,80,42,82,42,60,18,91,61,79,22,99,74,23,26,46,29,48,41,51,67,43,73,25,60,11,66,52,19,56,26
60.0,IWF,Women,In a relationship,30th,7.0,0.0,0,1.0,No Kids,2.0,3614702.0,4.0,More than 1M,5.0,18.0,92.0,36.0,51.0,91.0,92.0,85.0,7.8,7.8,57.0,Over 55,3.0,8.0,7.0,8.0,15.0,52.0,6.0,2.0,Other,Healthcare,1.0,1.9,1.6,2.9,3.0,1.0,2.5,2.7,1.7,0.6,1.0,2.2,1.7,3.9,15.7,5.5,19.0,6.9,0.7,8.3,4.6,0.8,2.16,1.35,2.4,2.5,0.85,2.1,2.3,Purposeful Striver,8.0,74.0,12.0,9.0,-8.0,5.0,4.0,53,77,42,93,30,31,50,77,62,37,56,45,68,29,23,49,80,100,51,76,34,49,37,33,76,24,68,88,88,55
61.0,IWF,Men,Single,10th,3.0,3.0,3+,4.0,Kids,1.0,2125505.0,1.0,More than 1M,5.0,94.0,99.0,55.0,19.0,85.0,99.0,96.0,5.3,5.3,34.0,0 - 35,6.0,1.0,3.0,10.0,13.0,50.0,6.0,7.0,Consulting,Finance,1.2,2.6,0.2,0.9,0.9,2.8,1.2,2.8,1.9,2.8,0.8,2.3,2.9,4.5,21.8,0.6,5.9,2.1,1.9,4.0,4.7,0.95,2.19,0.15,0.75,0.75,2.35,1.0,2.35,Flourisher,47.0,38.0,-7.0,8.0,-22.0,2.0,1.0,17,95,50,25,85,22,83,35,75,52,53,85,62,12,46,67,39,61,11,22,51,60,60,22,57,50,39,46,44,81
62.0,Xilio,inf,In a relationship,30th,7.0,0.0,0,1.0,No Kids,2.0,2329435.0,3.0,More than 1M,5.0,88.0,45.0,70.0,90.0,76.0,45.0,56.0,5.7,5.7,47.0,45 - 55,10.0,0.0,9.0,0.0,3.0,50.0,inf,9.0,Finance,Finance,0.8,3.0,1.5,0.3,0.6,2.8,1.0,1.6,0.8,2.6,0.1,0.3,2.4,3.4,24.6,5.1,1.8,1.5,1.8,3.3,2.6,0.7,2.14,1.3,0.25,0.55,,0.85,1.3,Triumvirate,35.0,inf,-20.0,15.0,-25.0,1.0,1.0,56,75,98,43,35,98,19,84,67,98,89,18,36,46,17,40,30,29,77,28,38,18,65,38,78,78,68,68,80,82
63.0,IWF,Women,In a relationship,5th,2.0,inf,0,1.0,No Kids,2.0,226769.0,3.0,150K – 250K,2.0,75.0,96.0,58.0,21.0,69.0,96.0,57.0,2.7,2.7,49.0,45 - 55,8.0,10.0,9.0,1.0,1.0,55.0,10.0,2.0,Consulting,Consulting,2.5,2.3,2.4,1.8,2.3,1.5,1.5,2.0,2.8,2.3,1.7,2.6,1.7,8.5,19.2,8.1,12.0,5.4,1.0,4.9,3.4,2.05,2.41,2.0,1.5,1.9,1.25,1.25,1.7,Joyful Striver,78.0,31.0,8.0,-8.0,-25.0,2.0,2.0,44,19,57,75,28,57,66,11,91,56,23,45,56,99,86,47,10,49,17,58,34,39,89,67,83,89,18,97,38,64
64.0,Xilio,Women,Single,30th,7.0,1.0,1,2.0,Kids,1.0,2688505.0,1.0,More than 1M,5.0,55.0,44.0,13.0,97.0,89.0,44.0,84.0,5.6,5.6,35.0,0 - 35,6.0,4.0,5.0,7.0,5.0,50.0,18.0,0.0,Healthcare,Healthcare,1.1,1.3,1.4,1.9,0.8,1.0,1.7,2.3,0.5,1.2,0.7,2.4,1.9,4.2,10.4,4.6,12.5,1.8,0.7,5.7,3.9,0.9,2.18,,1.55,0.65,0.8,1.45,1.95,Striver,81.0,47.0,-8.0,-15.0,0.0,4.0,4.0,87,14,22,49,69,27,16,23,96,80,33,47,89,24,22,95,98,68,70,89,63,65,66,100,37,69,77,84,63,100
65.0,Xilio,Women,inf,25th,6.0,1.0,1,2.0,Kids,1.0,1301741.0,4.0,More than 1M,5.0,42.0,94.0,56.0,26.0,88.0,94.0,39.0,4.9,4.9,66.0,Over 55,4.0,6.0,6.0,10.0,10.0,53.0,14.0,3.0,Consulting,Tech,0.8,1.3,0.2,1.9,2.6,2.2,0.7,0.4,2.9,1.5,0.4,0.1,2.8,3.5,10.5,0.5,13.0,6.1,1.5,2.4,0.7,0.7,2.14,0.15,1.6,2.15,1.85,0.6,0.35,Triumvirate,36.0,88.0,-13.0,-3.0,19.0,2.0,3.0,90,83,82,37,80,85,59,39,11,47,64,42,15,60,49,54,41,86,23,91,82,90,61,52,88,31,48,72,95,15
66.0,IWF,Men,In a relationship,5th,2.0,0.0,0,1.0,No Kids,2.0,3799315.0,4.0,More than 1M,5.0,36.0,72.0,15.0,43.0,55.0,72.0,64.0,8.2,8.2,61.0,Over 55,8.0,9.0,2.0,10.0,7.0,50.0,3.0,3.0,Other,inf,1.6,2.2,2.4,0.8,0.3,0.1,2.4,1.8,0.0,1.4,2.0,0.3,1.3,5.9,18.4,7.9,5.3,0.7,0.1,7.9,3.0,1.35,2.27,1.95,0.65,0.25,0.1,2.0,1.5,Joyful Striver,50.0,52.0,15.0,-4.0,-6.0,5.0,1.0,45,47,86,56,56,49,100,58,85,76,24,51,64,57,67,50,17,23,86,87,76,53,55,19,23,52,90,30,32,79
67.0,IWF,Women,Married,10th,3.0,3.0,3+,4.0,Kids,1.0,1076797.0,4.0,More than 1M,5.0,71.0,81.0,83.0,74.0,21.0,81.0,51.0,4.2,4.2,62.0,Over 55,10.0,8.0,0.0,11.0,15.0,50.0,2.0,0.0,Consulting,Finance,0.4,0.7,0.6,0.0,inf,1.4,1.5,inf,1.4,0.8,2.0,0.1,1.0,2.3,6.0,2.0,0.3,0.9,0.9,4.9,0.2,0.35,2.07,0.5,0.05,0.3,inf,1.2,0.1,Purposeful Striver,4.0,56.0,-3.0,-9.0,-3.0,2.0,1.0,59,22,40,48,80,26,61,21,31,71,92,70,53,17,27,18,78,53,30,39,24,68,87,40,55,41,20,88,33,77
68.0,HBS,Women,Married,20th,5.0,1.0,1,2.0,Kids,1.0,3077262.0,,More than 1M,5.0,inf,34.0,95.0,32.0,19.0,34.0,93.0,7.2,7.2,47.0,45 - 55,2.0,1.0,1.0,5.0,3.0,48.0,8.0,5.0,Tech,Healthcare,2.4,0.3,0.8,2.9,2.9,1.0,1.0,1.5,1.0,1.5,2.3,1.0,2.9,8.2,2.8,2.6,19.3,6.9,0.7,3.3,2.5,2.0,2.4,0.65,2.4,2.45,0.85,0.85,1.25,Purposeful Striver,2.0,15.0,-7.0,-21.0,-16.0,3.0,4.0,13,40,84,79,35,24,42,99,46,48,81,55,27,22,66,18,39,95,33,75,13,24,47,83,96,22,11,88,19,95
69.0,IWF,Men,Married,40th+,9.0,2.0,2,3.0,Kids,1.0,1614398.0,2.0,More than 1M,5.0,12.0,62.0,47.0,23.0,90.0,62.0,49.0,5.1,5.1,38.0,35 - 45,9.0,9.0,1.0,3.0,0.0,55.0,10.0,2.0,inf,Healthcare,0.2,1.1,0.5,0.8,2.0,2.8,0.3,0.5,1.3,0.1,1.5,1.5,2.6,inf,8.9,1.6,5.0,4.7,1.8,1.1,0.8,0.2,2.04,0.4,0.65,1.7,2.3,0.25,0.4,Joyful Striver,6.0,29.0,19.0,18.0,-15.0,2.0,4.0,11,56,77,82,49,24,10,53,29,46,43,95,25,57,92,72,17,91,59,86,47,77,93,97,22,47,32,46,70,49
70.0,HBS,Men,Single,25th,6.0,0.0,0,1.0,No Kids,,2615031.0,1.0,More than 1M,inf,85.0,66.0,48.0,56.0,72.0,66.0,74.0,5.8,5.8,34.0,0 - 35,4.0,7.0,5.0,11.0,10.0,53.0,10.0,9.0,Tech,Finance,3.0,0.9,1.0,2.0,2.5,0.0,0.7,0.5,1.7,0.4,2.7,1.6,1.0,9.9,7.2,3.3,13.5,5.9,0.0,2.4,0.9,2.45,2.49,0.85,1.7,2.1,0.05,0.6,0.45,Purposeful Striver,54.0,8.0,-15.0,-15.0,15.0,3.0,1.0,15,97,13,29,14,88,62,42,33,95,11,98,21,12,47,88,28,57,91,100,29,79,57,23,25,35,72,54,17,100
